שם  הרשות 1,סמל הרשות 2012,"סך כולל הכנסות של הרשות (אלפי ש""ח) 2012",סך כולל הכנסות של הרשות - אחוז שינוי ראלי 2012 לעומת 2011,"סה""כ הכנסות של הרשות  מהתקציב הרגיל (אלפי ש""ח) 2012","סה""כ הכנסות של הרשות  מהתקציב הרגיל - אחוז שינוי ראלי 2012 לעומת 2011","הכנסות של הרשות מחינוך (אלפי ש""ח) 2012",הכנסות של הרשות מחינוך - אחוז שינוי ראלי 2012 לעומת 2011,"הכנסות של הרשות מרווחה (אלפי ש""ח) 2012",הכנסות של הרשות מרווחה - אחוז שינוי ראלי 2012 לעומת 2011,"הכנסות של הרשות ממפעל המים (אלפי ש""ח) 2012",הכנסות של הרשות ממפעל המים - אחוז שינוי ראלי 2012 לעומת 2011,"הכנסות עצמיות של הרשות (אלפי ש""ח) 2012","סה""כ הכנסות עצמיות של הרשות - אחוז שינוי ראלי 2012 לעומת 2011","הכנסות של הרשות מארנונה (גבייה) (אלפי ש""ח) 2012",הכנסות של הרשות מארנונה (גבייה) - אחוז שינוי ראלי 2012 לעומת 2011,"הכנסות של הרשות מארנונה למגורים (גבייה) (אלפי ש""ח) 2012",הכנסות של הרשות מארנונה למגורים (גבייה) - אחוז שינוי ראלי 2012 לעומת 2011,הכנסות של הרשות מארנונה למגורים  -יחס גבייה ב-% לכלל החיובים 2012,"הכנסות של הרשות מארנונה לא למגורים (גבייה) (אלפי ש""ח) 2012","הכנסות עצמיות של הרשות מחינוך (אלפי ש""ח) 2012",הכנסות עצמיות של הרשות מחינוך - אחוז שינוי ראלי 2012 לעומת 2011,"הכנסות עצמיות של הרשות מרווחה (אלפי ש""ח) 2012",הכנסות עצמיות של הרשות מרווחה - אחוז שינוי ראלי 2012 לעומת 2011,"הכנסות של הרשות ממשרד החינוך (אלפי ש""ח) 2012","הכנסות של הרשות ממשרד הרווחה (אלפי ש""ח) 2012","סה""כ השתתפות הממשלה בהכנסות  של הרשות (אלפי ש""ח) 2012","סה""כ השתתפות הממשלה בהכנסות של הרשות - אחוז שינוי ראלי 2012 לעומת 2011 ","מענק כללי לאיזון (אלפי ש""ח) 2012",מענק כללי לאיזון - אחוז שינוי ראלי 2012 לעומת 2011 ,מענק מיועד 2012 (אלפי ₪),מענק מיוחד 2012 (אלפי ₪),"העברות והכנסות חד-פעמיות לכיסוי גירעון  מצטבר (אלפי ש""ח) 2012", העברות והכנסות חד-פעמיות לכיסוי גירעון  מצטבר - אחוז שינוי ראלי 2012 לעומת 2011 ,"מלוות לאיזון (אלפי ש""ח) 2012",מלוות לאיזון - אחוז שינוי ראלי 2012 לעומת 2011,"סה""כ הכנסות של הרשות מתקציב בלתי רגיל (אלפי ש""ח) 2012","סה""כ הכנסות של הרשות מתקציב בלתי רגיל - אחוז שינוי ראלי 2012 לעומת 2011"," הכנסות של הרשות מתקציב בלתי רגיל - השתתפות בעלים (אלפי ש""ח) 2012", הכנסות של הרשות מתקציב בלתי רגיל - השתתפות בעלים - אחוז שינוי ראלי 2012 לעומת 2011 ," הכנסות של הרשות  מתקציב בלתי רגיל - השתתפות משרדי ממשלה (אלפי ש""ח) 2012",הכנסות של הרשות מתקציב בלתי רגיל - השתתפות משרדי הממשלה - אחוז שינוי ראלי 2012 לעומת 2011," הכנסות של הרשות מתקציב בלתי רגיל - מלוות (אלפי ש""ח) 2012",הכנסות של הרשות מתקציב בלתי רגיל - מלוות (אחוז שינוי ראלי 2012 לעומת 2011),"סך כולל הוצאות של הרשות (אלפי ש""ח) 2012",סך כולל הוצאות של הרשות - אחוז שינוי ראלי 2012 לעומת 2011,"סה""כ הוצאות של הרשות בתקציב רגיל (אלפי ש""ח) 2012","סה""כ הוצאות של הרשות בתקציב רגיל - אחוז שינוי ראלי 2012 לעומת 2011","הוצאות של הרשות לחינוך (אלפי ש""ח) 2012",הוצאות של הרשות לחינוך - אחוז שינוי ראלי 2012 לעומת 2011 ,"הוצאות של הרשות לרווחה (אלפי ש""ח) 2012",הוצאות של הרשות לרווחה - אחוז שינוי ראלי 2012 לעומת 2011 ,"הוצאות של הרשות לרכישת מים (אלפי ש""ח) 2012",הוצאות של הרשות לרכישת מים - אחוז שינוי ראלי 2012 לעומת 2011 ,"סה""כ הוצאות של הרשות לעלות עבודה (אלפי ש""ח) 2012","סה""כ הוצאות של הרשות לעלות עבודה - אחוז שינוי ראלי 2012 לעומת 2011 "," הוצאות של הרשות לעלות עבודה לחינוך (אלפי ש""ח) 2012",הוצאות של הרשות לעלות עבודה לחינוך - אחוז שינוי ראלי 2012 לעומת 2011 ," הוצאות של הרשות לעלות עבודה לרווחה (אלפי ש""ח) 2012",הוצאות של הרשות לעלות עבודה לרווחה - אחוז שינוי ראלי 2012 לעומת 2011 ,"הוצאות של הרשות לפעולות (אלפי ש""ח) 2012",הוצאות של הרשות לפעולות - אחוז שינוי ראלי 2012 לעומת 2011 ,"הוצאות של הרשות לפירעון מלוות (אלפי ש""ח) 2012",הוצאות של הרשות לפירעון מלוות - אחוז שינוי ראלי 2012 לעומת 2011 ,"הוצאות מימון של הרשות (אלפי ש""ח) 2012",הוצאות מימון של הרשות - אחוז שינוי ראלי 2012 לעומת 2011 ,"העברות והוצאות חד-פעמיות (כולל כיסוי גירעון מצטבר) של הרשות (אלפי ש""ח) 2012",העברות והוצאות חד-פעמיות (כולל כיסוי גירעון מצטבר) של הרשות - אחוז שינוי ראלי 2012 לעומת 2011 ,"הוצאות כלליות, השתתפויות והעברות (אלפי ש""ח) 2012","הוצאות כלליות, השתתפויות והעברות - אחוז שינוי ראלי 2012 לעומת 2011","סה""כ הוצאות של הרשות בתקציב בלתי רגיל (אלפי ש""ח) 2012","סה""כ הוצאות של הרשות בתקציב בלתי רגיל - אחוז שינוי ראלי 2012 לעומת 2011 ","הוצאות של הרשות בתקציב בלתי רגיל לעבודות פיתוח (אלפי ש""ח) 2012",הוצאות של הרשות בתקציב בלתי רגיל לעבודות פיתוח - אחוז שינוי ראלי 2012 לעומת 2011 ," הוצאות של הרשות בתקציב בלתי רגיל להעברת מלוות (אלפי ש""ח) 2012", הוצאות של הרשות בתקציב בלתי רגיל להעברת מלוות - אחוז שינוי ראלי 2012 לעומת 2011 ," הוצאות של הרשות בתקציב בלתי רגיל - אחר (אלפי ש""ח) 2012",הוצאות של הרשות בתקציב בלתי רגיל - אחר - אחוז שינוי ראלי 2012 לעומת 2011 ,"עודף / גירעון בתקציב הרגיל - תקציבי (אלפי ש""ח) 2012","עודף / גירעון בתקציב הרגיל - שנתי (אלפי ש""ח) 2012","גירעון מצטבר בסוף שנה (אלפי ש""ח) 2012","חיוב ארנונה סך הכל (שטח באלפי מ""ר) 2011","חיוב ארנונה למגורים (שטח באלפי מ""ר) 2011","חיוב ארנונה לעסקים (שטח באלפי מ""ר) 2011","חיוב ארנונה לתעשייה ולמלאכה (שטח באלפי מ""ר) 2011","חיוב ארנונה לבנקים (שטח באלפי מ""ר) 2011","חיוב ארנונה לבתי מלון (שטח באלפי מ""ר) 2011","חיוב ארנונה למוסדות ולמבנים (שטח באלפי מ""ר) 2011","חיוב ארנונה לחניונים (שטח באלפי מ""ר) 2011","חיוב ארנונה לקרקע תפוסה (שטח באלפי מ""ר) 2011","חיוב ארנונה לקרקע חקלאית (שטח באלפי מ""ר) 2011","חיוב ארנונה ליתר סוגי נכס (שטח באלפי מ""ר) 2011","חיוב ארנונה סך הכל (באלפי ש""ח) 2011","חיוב ארנונה למגורים (באלפי ש""ח) 2011","חיוב ארנונה לעסקים (באלפי ש""ח) 2011","חיוב ארנונה לתעשייה ולמלאכה (באלפי ש""ח) 2011","חיוב ארנונה לבנקים (באלפי ש""ח) 2011","חיוב ארנונה לבתי מלון (באלפי ש""ח) 2011","חיוב ארנונה למוסדות ולמבנים (באלפי ש""ח) 2011","חיוב ארנונה לחניונים (באלפי ש""ח) 2011","חיוב ארנונה לקרקע תפוסה (באלפי ש""ח) 2011","חיוב ארנונה לקרקע חקלאית (באלפי ש""ח) 2011","חיוב ארנונה ליתר סוגי נכס (באלפי ש""ח) 2011","חיוב ארנונה סך הכל (שטח באלפי מ""ר) 2012","חיוב ארנונה למגורים (שטח באלפי מ""ר) 2012","חיוב ארנונה לעסקים (שטח באלפי מ""ר) 2012","חיוב ארנונה לתעשייה ולמלאכה (שטח באלפי מ""ר) 2012","חיוב ארנונה לבנקים (שטח באלפי מ""ר) 2012","חיוב ארנונה לבתי מלון (שטח באלפי מ""ר) 2012","חיוב ארנונה למוסדות ולמבנים (שטח באלפי מ""ר) 2012","חיוב ארנונה לחניונים (שטח באלפי מ""ר) 2012","חיוב ארנונה לקרקע תפוסה (שטח באלפי מ""ר) 2012","חיוב ארנונה לקרקע חקלאית (שטח באלפי מ""ר) 2012","חיוב ארנונה ליתר סוגי נכס (שטח באלפי מ""ר) 2012","חיוב ארנונה סך הכל (באלפי ש""ח) 2012","חיוב ארנונה למגורים (באלפי ש""ח) 2012","חיוב ארנונה לעסקים (באלפי ש""ח) 2012","חיוב ארנונה לתעשייה ולמלאכה (באלפי ש""ח) 2012","חיוב ארנונה לבנקים (באלפי ש""ח) 2012","חיוב ארנונה לבתי מלון (באלפי ש""ח) 2012","חיוב ארנונה למוסדות ולמבנים (באלפי ש""ח) 2012","חיוב ארנונה לחניונים (באלפי ש""ח) 2012","חיוב ארנונה לקרקע תפוסה (באלפי ש""ח) 2012","חיוב ארנונה לקרקע חקלאית (באלפי ש""ח) 2012","חיוב ארנונה ליתר סוגי נכס (באלפי ש""ח) 2012",,
באר שבע,9000,"1,395,623",8.3,"1,163,327",7.3,"226,700",12.9,"129,799",4.8,"3,027",-30.1,"818,030",5.2,"599,401",6.5,"222,191",3.9,86," 	377,210 ","18,716",-18.3,"4,144",3.3," 	205,409 "," 	124,154 ","345,297",12.5,-,-,2024,916,-,-,-,-,"232,296",14,145,164.2,"92,258",99.9,"68,000",48.7,"1,417,101",17.3,"1,161,821",7.3,"333,622",12,"188,210",5.9,-,-,"447,475",7.6,"186,917",10.2,"30,741",7.2,"286,743",11.1,"60,844",-0.9,"7,395",7.7,"7,310",-58.9,"352,054",9.1,"255,280",103.6,"242,784",134.8,-,-,"12,496",-43.1,"1,506","1,506","-156,041","9,881.4","7,162.3",697.8,752.5,20.3,15.8,280.7,219.0,480.8,3.0,249.2,"533,853","261,657","145,030","44,984","22,973",1020,"8,623","2,006","14,341",48,"33,171","10,208.8","7,239.3",645.3,743.3,17.9,15.2,549.6,218.2,498.7,2.6,278.8,"586,449","286,020","157,364","48,867","20,947","1,063","15,039","2,189","15,170",43,"39,747",,
בית שאן,9200,"176,367",12.9,"146,204",9.6,"20,703",20.9,"16,762",12.7,"10,354",5,"66,604",19.4,"27,677",11.5,"14,693",14.6,41.7," 	12,984 ","2,356",8.2,109,-27," 	18,145 "," 	16,654 ","79,600",2.6,"24,317",-5.1,-,1070,"18,988",-13.3,-,-,"30,163",32.1,-,..,"20,460",14,-,..,"189,925",5.3,"163,652",5,"27,453",8.3,"23,363",13.1,"12,134",28.5,"41,283",1.6,"10,903",2,"3,769",10.4,"33,655",15.9,"13,882",-11.3,"8,112",1,"22,504",0.5,"44,216",10.2,"26,273",7.1,"26,273",8.4,-,-,-,..,"-17,448","-17,448","-55,824",906.2,553.5,46.3,101.2,1.7,5.5,-,-,187.8,1.5,8.7,"31,497","17,811","4,082","3,942","1,586",196,-,-,"3,365",1,514,905.5,552.4,45.7,101.9,1.2,5.5,-,-,188.9,1.5,8.4,"32,986","18,866","4,441","4,206","1,143",208,-,-,"3,596",1,525,,
בית שמש,2610,"386,292",-2.9,"320,652",4.8,"53,076",8.2,"47,554",26.8,"1,088",-34.5,"170,615",1.8,"106,209",4.3,"53,750",4.1,60," 	52,459 ","8,668",-5.1,801,15.6," 	44,939 "," 	46,753 ","150,037",8.4,"51,536",-5,-,271,-,-,-,-,"65,640",-28.5,-,-,"47,204",81.7,-,-,"408,487",11.1,"326,521",6.8,"96,445",4.9,"65,928",24.3,-,-,"101,219",7.1,"38,475",10.2,"9,083",18.3,"67,511",2.5,"12,324",-4.6,"1,633",-14,"1,395",-31.4,"142,439",10.9,"81,966",32.3,"78,472",31.8,-,-,"3,494",45,-5869,-5869,"-3,914","3,257.7","1,977.0",102.8,289.7,2.5,-,-,-,442.8,16.8,426.1,"124,624","67,960","17,124","26,414","1,822",-,-,-,"7,280",22,"4,002","3,368.6","2,155.4",106.0,273.7,2.5,-,-,-,394.7,16.8,419.6,"129,650","73,573","18,358","25,554","1,879",-,-,-,"6,689",10,"3,587",,
ביתר עילית,3780,"194,244",6.9,"134,336",8.2,"20,010",21,"18,182",12.9,"11,550",-10.4,"56,810",10.2,"17,520",10.8,"13,513",9.3,69," 	4,007 ",1918,130.4,984,60.8," 	18,092 "," 	17,878 ","77,526",6.7,"30,651",0.1,-,8715,500,-50.8,-,-,"59,908",4.3,60,-1.6,"34,566",-36.1,-,..,"197,572",0.9,"138,708",6.3,"30,499",12,"24,699",10.3,74,-55.9,"20,874",2.9,"3,179",10.5,"2,783",3.7,"44,387",8.2,"2,085",-6.5,676,19,"1,568",3,"69,118",6.7,"58,864",-10,"57,904",-7.4,-,..,960,-4.4,"-4,372","-4,372","-18,297",816.0,702.5,32.0,-,0.5,-,-,-,18.2,-,62.9,"28,199","23,793","3,297",-,211,-,-,-,273,-,625,880.7,793.3,40.4,1.0,0.8,-,-,-,21.1,-,24.3,"32,638","27,439","4,254",52,309,-,-,-,323,-,261,,
בני ברק,6100,"1,022,245",2,"907,766",4.2,"243,876",7.9,"111,752",10.7,"4,610",21.1,"471,562",2.8,"272,438",2.4,"89,873",0.5,41," 	182,565 ","9,618",-3.9,"5,049",-4.6," 	230,105 "," 	93,248 ","423,784",8.9,"70,844",11.5,27,2124,"6,637",-28.3,"12,420",-46.4,"114,479",-12.9,-,-,"26,844",23,"39,700",23.1,"1,074,093",6.2,"907,816",4.2,"299,483",8.1,"147,623",10,-,-,"355,516",3.8,"184,826",7.5,"22,240",10.6,"292,124",8.4,"39,584",-26.2,"5,372",-6.3,"12,518",-19.8,"202,702",10.1,"166,277",18.6,"136,612",61.5,"15,120",-55.3,"14,545",-33.3,-50,"-12,470","-93,439","4,854.5","3,108.7",604.7,328.3,8.4,10.3,-,171.4,265.1,346.9,10.6,"366,314","168,283","129,890","48,232","10,039",655,-,"3,416","4,329",8,"1,462","4,924.4","3,182.4",607.0,324.8,8.1,10.1,-,158.5,275.6,346.9,10.9,"383,714","177,768","136,494","49,204","10,048",665,-,"3,218","4,626",8,"1,683",,
בת ים,6200,"765,191",-10.3,"712,105",5.1,"131,743",9.6,"84,501",7.6,"17,098",12,"470,648",18.8,"271,933",-0.1,"156,233",-0.6,69," 	115,700 ","14,224",-19.4,"3,352",17," 	118,563 "," 	81,249 ","241,457",14.2,"33,910",17.6,3918,1451,-,-,-,..,"53,086",-69.6,211,54.9,"18,845",-8.9,-,..,"782,116",-6.8,"711,523",5,"179,296",11.9,"114,809",7,-,-,"320,827",4.8,"102,586",8.1,"20,947",7.7,"139,563",7.6,"28,240",-15.7,"3,150",-17.5,"1,230",-62.4,"218,513",8.8,"70,593",-56.5,"61,310",-27.5,-,..,"9,283",23.8,582,582,"-93,544","4,596.4","3,861.3",181.7,211.1,9.5,5.8,-,73.5,131.0,-,122.4,"313,430","204,295","48,655","30,455","11,413",413,-,"1,776","4,347",-,"12,076","4,685.0","3,881.9",195.8,224.7,8.8,5.8,-,80.4,170.6,-,117.2,"330,332","211,490","54,454","33,460","10,852",426,-,"1,931","5,864",-,"11,855",,
גבעת שמואל,0681,"174,859",16.9,"125,057",5.3,"21,654",11.1,"7,349",12.4,"11,630",4.4,"95,618",1.8,"55,667",3.2,"39,511",10.7,83," 	16,156 ","5,426",-25.7,408,53.2," 	15,842 "," 	6,870 ","29,439",18.4,"4,723",-10.6,-,929,-,-,-,-,"49,802",61.5,3375,..,"2,712",-45.1,"6,000",-1.6,"145,276",-6.8,"121,841",7.7,"35,948",9.4,"11,716",12,"9,398",0.6,"33,075",5.2,"12,813",6.9,"2,745",7.2,"40,741",9.5,"7,781",1.1,"1,683",12.3,"7,143",-12,"31,418",15.6,"23,435",-45.3,"18,803",-52.1,-,-,"4,632",29.2,"3,216","3,216","-1,674","3,064.4",879.9,52.9,12.6,1.9,-,-,-,-,733.8,"1,383.3","59,028","41,575","8,780","1,812","2,177",-,-,-,-,68,"4,616","3,066.5",887.8,56.4,12.6,1.9,-,-,-,-,51.2,"2,056.6","60,957","43,270","9,280","1,868","2,244",-,-,-,-,-,"4,295",,
גבעתיים,6300,"392,809",6.6,"316,315",6,"48,921",5.5,"19,896",7.5,511,374.3,"257,492",6.7,"175,026",5.8,"106,875",5.8,88," 	68,151 ","10,926",19.2,"1,586",10.4," 	37,995 "," 	18,310 ","58,823",3.1,-,..,-,-,-,-,-,-,"76,494",9,-,-,"5,557",157.2,-,-,"411,365",20.7,"314,161",6.1,"72,297",8.2,"29,782",5.7,-,-,"137,125",4.4,"24,903",10,"7,298",7.8,"51,093",13.9,"14,185",-10.8,"1,456",-6.5,"10,817",64.3,"99,485",3.7,"97,204",118,"80,006",91.5,-,-,"17,198",..,"2,154","2,154","-100,792","2,444.4","2,068.3",169.2,66.6,17.1,-,-,91.0,29.9,-,2.3,"184,332","120,095","38,554","8,796","12,044",-,-,"4,045",517,-,281,"2,487.0","2,112.7",171.9,61.1,17.4,-,-,91.6,29.8,-,2.7,"192,736","126,444","40,393","8,253","12,578",-,-,"4,195",532,-,341,,
דימונה,2200,"237,614",2.3,"204,839",5.4,"34,121",7.8,"28,232",6.8,834,-33.5,"94,549",7.5,"62,787",1,"28,822",5.5,48," 	33,965 ","4,777",1.3,1089,8.1," 	26,669 "," 	27,143 ","99,790",6.5,"40,405",4.3,38,1348,400,-62.2,"10,500",-17.4,"32,775",-13.6,-,-,"12,574",-5.8,"10,500",-17.4,"243,557",4.5,"205,130",4.6,"46,389",4.6,"39,630",7.9,-,-,"83,585",3.4,"20,613",2.5,"7,638",4.4,"35,585",8.7,"15,298",-4.8,"1,075",2.9,"2,889",-14.7,"66,698",7.3,"38,427",4,"26,069",15.3,"10,500",-17.4,"1,858",13.6,-291,"-10,791","-28,620","1,796.6","1,008.9",125.0,139.8,2.3,2.7,-,-,517.3,0.4,0.2,"56,230","33,528","9,165","8,564","1,560",137,-,-,"3,213",5,58,"2,293.6","1,048.7",22.8,243.3,2.3,2.7,-,17.5,955.9,0.4,0.0,"62,547","35,906","1,756","17,366","1,609",127,-,109,"5,669",5,-,,
הוד השרון,9700,"477,221",4.9,"325,190",-5,"72,858",22.3,"16,230",13.9,999,-46.5,"252,140",-10,"158,745",4.3,"79,283",2,74," 	79,462 ","16,543",35.1,322,-1.9," 	56,926 "," 	15,419 ","73,050",17.4,-,-,17,135,-,-,-,-,"152,031",34.8,-,-,"8,501",-7.5,-,-,"462,656",8,"322,249",-5.6,"113,167",12.6,"26,489",12.3,-,-,"124,767",6,"56,730",8,"4,751",3.3,"106,917",9.8,"21,862",-19.5,"1,368",-9.2,"2,237",-93.3,"65,098",1.9,"140,407",60.9,"133,679",57.5,-,-,"6,728",182.3,2941,2941,"-29,685","9,927.5","2,145.3",126.7,333.5,3.8,-,-,-,280.5,"6,785.0",252.7,"153,438","82,184","23,079","33,491","3,413",-,-,-,"1,320",297,"9,654","5,657.1","2,212.1",170.6,370.1,4.1,-,-,-,297.6,"2,370.5",232.1,"171,949","91,624","27,010","36,554","4,276",-,-,-,"1,433",124,"10,928",,
הרצלייה,6400,"978,796",3.8,"744,412",2.5,"123,675",11.7,"46,265",6.6,"4,050",-22.9,"585,535",-0.4,"418,951",0.4,"167,100",1.9,96," 	251,851 ","11,630",-25.6,"1,498",21.9," 	112,044 "," 	44,767 ","158,877",14.4,-,-,496,-,-,-,-,-,"234,384",8.3,-,-,"8,266",-15.9,-,-,"950,299",-1.2,"727,613",2.6,"210,255",10.3,"74,690",6.7,-,-,"274,391",7.5,"122,978",12.7,"15,418",3.5,"168,532",5,"42,275",-2.2,"2,573",1.3,"57,976",-6.7,"181,866",-2,"222,686",-11.7,"201,279",8.1,-,-,"21,407",-67.6,"16,799","16,799","52,149","6,569.0","3,508.0",508.0,448.0,12.0,67.0,-,566.0,534.0,748.0,178.0,"441,986","184,385","131,135","50,785","14,490","7,066",-,"26,307","10,367",145,"17,306","6,649.0","3,549.0",535.0,475.0,12.0,71.0,-,567.0,554.0,693.0,193.0,"472,902","193,623","144,235","55,572","14,841","7,634",-,"26,590","10,958",133,"19,316",,
חדרה,6500,"602,690",8.2,"483,983",4.5,"59,731",6.9,"54,341",1.8,"3,002",-41.6,"374,255",4.3,"272,335",5.8,"93,186",-0.7,60," 	179,149 ","11,215",5,"1,746",-19.9," 	49,985 "," 	52,595 ","109,728",5.4," 	1,493 ",-,-,-,-,-,-,-,"118,707",26.2,-,-,"33,292",157.1,"14,110",-7.5,"627,112",15.4,"496,858",5,"117,029",0.4,"75,819",4.1,-,-,"195,324",7.2,"49,526",3.1,"19,713",6.6,"120,283",2.3,"28,352",3.4,"7,258",-0.6,"5,031",-0.1,"140,610",5.2,"130,254",86,"112,326",117.8,"14,110",-7.5,"3,818",19.2,"-12,875","-12,875","-100,964","29,227.8","3,023.8",323.2,"1,001.9",7.9,63.2,54.3,145.7,"1,871.0","22,179.9",556.9,"291,683","108,290","36,475","84,188","9,499","4,015",516,"2,700","38,985",555,"6,462","29,411.9","3,150.0",346.5,"1,003.8",8.0,63.1,52.0,163.0,"1,943.8","22,129.4",552.4,"314,376","120,102","40,441","86,961","9,842","4,119",491,"3,159","41,999",569,"6,693",,
חולון,6600,"1,126,117",-5.6,"964,633",5.5,"224,193",7.8,"85,325",7.7,"6,552",6.5,"684,718",3.7,"452,754",2.3,"217,738",1.4,87," 	235,016 ","29,169",-15.4,"3,021",14.7," 	190,940 "," 	81,860 ","279,915",10.3,-,-,-,317,-,-,-,-,"161,484",-42,"30,452",-29.9,"3,620",-77.3,-,-,"1,117,101",7.5,"962,422",5.4,"309,983",10,"118,117",6.6,-,-,"318,993",4.5,"130,527",7.1,"18,543",9.8,"228,585",8,"25,030",-12.9,"3,362",6.4,"22,036",15.6,"364,416",5.6,"154,679",22.1,"81,415",14.9,-,-,"73,264",31.4,"2,211","2,211","-9,325","8,027.7","4,990.9",538.0,804.1,11.0,-,-,43.5,935.0,414.6,290.7,"518,766","272,566","97,354","86,441","12,995",-,-,"2,328","25,085",66,"21,931","8,111.5","5,068.6",543.6,790.7,11.0,-,-,39.8,944.9,413.5,299.5,"536,491","283,673","100,658","86,981","13,310",-,-,"2,153","25,211",66,"24,439",,
חיפה,4000,"2,935,102",4.2,"2,276,069",0.2,"240,067",9.7,"168,106",0.7,611,-67.2,"1,528,385",-2.3,"1,195,873",-0.8,"439,497",2.3,72," 	756,376 ","28,303",-9.9,"2,930",-9.4," 	213,559 "," 	164,491 ","747,684",5.9,-,-,358921,7195,-,-,-,-,"659,033",20.5,"74,662",-28.2,"175,010",9.9,"120,000",-1.6,"2,960,746",5.1,"2,267,188",0.8,"404,940",8.4,"248,993",3,-,-,"824,669",3.6,"241,495",4.9,"40,737",4.3,"272,625",-4.2,"184,924",-10.3,"11,748",2.6,-,,"973,222",3,"693,558",22.5,"684,752",21.9,-,-,"8,806",91.8,"8,881","8,881","-21,190","23,480.3","9,203.5","4,872.0","3,757.8",52.4,116.7,-,190.8,-,-,"5,287.2","1,239,470","524,187","426,407","151,441","52,715","7,977",-,"8,136",-,-,"68,607","23,655.7","9,277.6","4,787.7","3,746.6",53.8,117.0,-,192.5,-,-,"5,480.6","1,271,633","544,706","428,579","156,356","55,885","8,213",-,"8,382",-,-,"69,512",,
טבריה,6700,"272,850",-11.6,"240,173",-4.9,"43,313",11.8,"34,091",5.3,1590,148.3,"156,853",-9.2,"107,166",3.9,"44,497",26.3,79," 	62,669 ","6,024",28.7,671,-2.3," 	37,289 "," 	33,421 ","83,320",4.4,"8,106",-11.6,9,2256,-,-,-,-,"32,677",-41.6,-,-,"10,483",-73.3,"13,500",-,"307,936",-7.5,"271,185",-6.4,"58,756",-10.7,"47,112",3,-,-,"101,723",3.7,"25,382",-5.7,"8,428",-6.4,"61,683",-9.1,"12,399",1.7,"3,307",-6.7,"3,653",-78.9,"88,420",-2.5,"36,751",-14.8,"21,468",-48.2," 	13,500 ",-,"1,783",6.9,"-31,012","-31,012","-147,587","2,587.5","1,520.2",195.3,89.8,4.3,280.1,-,40.4,419.9,11.0,26.6,"117,815","48,609","32,610","6,471","5,185","16,355",-,328,4799,-,"3,458","2,627.0","1,543.0",207.0,89.0,5.0,276.0,-,49.0,425.0,1.0,32.0,"122,649","50,871","33,293","6,592","6,031","16,275",-,388,5069,-,"4,130",,
טייבה,2730,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,
טירה,2720,"88,038",-1.1,"73,697",-0.3,"18,860",10.4,"10,252",13.5,863,-71.1,"29,966",-10.8,"18,880",-11.7,"13,150",-15.7,26," 	5,730 ","1,305",-15.3,104,-26.9," 	18,049 "," 	10,124 ","43,731",8.5,"14,378",0.2,370,47,-,,-,-,"14,341",-5,-,-,"12,803",37.3,-,..,"89,071",2.2,"73,532",-0.4,"20,124",8.4,"13,684",7.7,-,-,"27,564",9,"13,079",7.4,"3,292",17.3,"13,590",6.8,"2,719",-6.9,"2,276",-31.2,"4,671",-12.9,"22,712",-6.3,"15,539",16.3,"13,426",9.3,-,-,"2,113",96.1,165,165,"-35,531",922.1,733.7,29.1,50.7,0.6,-,-,0.7,88.5,16.3,2.5,"28,905","22,002","1,873","3,314",324,-,-,32,701,489,169,961.9,763.9,29.1,70.0,0.6,-,-,0.7,87.8,7.2,2.5,"31,788","23,632","1,945","4,739",334,-,-,35,717,222,164,,
טירת כרמל,2100,"188,716",4.4,"165,724",-3.4,"37,747",13.9,"23,490",4,"8,067",-3.3,"105,141",-10.3,"66,289",-21.9,"11,676",-1.6,24," 	54,613 ","5,137",3.4,"1,700",-3.9," 	33,054 "," 	21,522 ","60,583",11.5,"5,053",292.7,13,-,-,-,-,-,"22,992",148,-,-,"6,451",-0.3,-,-,"184,288",2.8,"169,159",0.7,"51,380",6.2,"35,009",5.7,"11,048",-11,"58,198",7,"14,949",1.6,"12,382",18.1,"46,726",-6.6,870,-37.7,736,0.4,"3,071",-16.4,"59,558",3.1,"15,129",34.6,"13,874",87.9,-,-,"1,255",-67.4,"-3,435","-3,435","-8,557","1,265.9",553.4,156.3,89.4,1.2,-,-,-,221.5,65.0,179.2,"57,911","16,619","16,972","7,775","1,457",-,-,-,"5,517",10,"9,561","1,279.4",562.5,153.9,94.6,1.1,-,-,-,217.1,71.0,179.2,"60,606","17,440","17,682","8,487","1,339",-,-,-,"5,754",11,"9,893",,
