שם  הרשות 1,סמל הרשות 2012,"סך כולל הכנסות של הרשות (אלפי ש""ח) 2012",סך כולל הכנסות של הרשות - אחוז שינוי ראלי 2012 לעומת 2011,"סה""כ הכנסות של הרשות  מהתקציב הרגיל (אלפי ש""ח) 2012","סה""כ הכנסות של הרשות  מהתקציב הרגיל - אחוז שינוי ראלי 2012 לעומת 2011","הכנסות של הרשות מחינוך (אלפי ש""ח) 2012",הכנסות של הרשות מחינוך - אחוז שינוי ראלי 2012 לעומת 2011,"הכנסות של הרשות מרווחה (אלפי ש""ח) 2012",הכנסות של הרשות מרווחה - אחוז שינוי ראלי 2012 לעומת 2011,"הכנסות של הרשות ממפעל המים (אלפי ש""ח) 2012",הכנסות של הרשות ממפעל המים - אחוז שינוי ראלי 2012 לעומת 2011,"הכנסות עצמיות של הרשות (אלפי ש""ח) 2012","סה""כ הכנסות עצמיות של הרשות - אחוז שינוי ראלי 2012 לעומת 2011","הכנסות של הרשות מארנונה (גבייה) (אלפי ש""ח) 2012",הכנסות של הרשות מארנונה (גבייה) - אחוז שינוי ראלי 2012 לעומת 2011,"הכנסות של הרשות מארנונה למגורים (גבייה) (אלפי ש""ח) 2012",הכנסות של הרשות מארנונה למגורים (גבייה) - אחוז שינוי ראלי 2012 לעומת 2011,הכנסות של הרשות מארנונה למגורים  -יחס גבייה ב-% לכלל החיובים 2012,"הכנסות של הרשות מארנונה לא למגורים (גבייה) (אלפי ש""ח) 2012","הכנסות עצמיות של הרשות מחינוך (אלפי ש""ח) 2012",הכנסות עצמיות של הרשות מחינוך - אחוז שינוי ראלי 2012 לעומת 2011,"הכנסות עצמיות של הרשות מרווחה (אלפי ש""ח) 2012",הכנסות עצמיות של הרשות מרווחה - אחוז שינוי ראלי 2012 לעומת 2011,"הכנסות של הרשות ממשרד החינוך (אלפי ש""ח) 2012","הכנסות של הרשות ממשרד הרווחה (אלפי ש""ח) 2012","סה""כ השתתפות הממשלה בהכנסות  של הרשות (אלפי ש""ח) 2012","סה""כ השתתפות הממשלה בהכנסות של הרשות - אחוז שינוי ראלי 2012 לעומת 2011 ","מענק כללי לאיזון (אלפי ש""ח) 2012",מענק כללי לאיזון - אחוז שינוי ראלי 2012 לעומת 2011 ,מענק מיועד 2012 (אלפי ₪),מענק מיוחד 2012 (אלפי ₪),"העברות והכנסות חד-פעמיות לכיסוי גירעון  מצטבר (אלפי ש""ח) 2012", העברות והכנסות חד-פעמיות לכיסוי גירעון  מצטבר - אחוז שינוי ראלי 2012 לעומת 2011 ,"מלוות לאיזון (אלפי ש""ח) 2012",מלוות לאיזון - אחוז שינוי ראלי 2012 לעומת 2011,"סה""כ הכנסות של הרשות מתקציב בלתי רגיל (אלפי ש""ח) 2012","סה""כ הכנסות של הרשות מתקציב בלתי רגיל - אחוז שינוי ראלי 2012 לעומת 2011"," הכנסות של הרשות מתקציב בלתי רגיל - השתתפות בעלים (אלפי ש""ח) 2012", הכנסות של הרשות מתקציב בלתי רגיל - השתתפות בעלים - אחוז שינוי ראלי 2012 לעומת 2011 ," הכנסות של הרשות  מתקציב בלתי רגיל - השתתפות משרדי ממשלה (אלפי ש""ח) 2012",הכנסות של הרשות מתקציב בלתי רגיל - השתתפות משרדי הממשלה - אחוז שינוי ראלי 2012 לעומת 2011," הכנסות של הרשות מתקציב בלתי רגיל - מלוות (אלפי ש""ח) 2012",הכנסות של הרשות מתקציב בלתי רגיל - מלוות (אחוז שינוי ראלי 2012 לעומת 2011),"סך כולל הוצאות של הרשות (אלפי ש""ח) 2012",סך כולל הוצאות של הרשות - אחוז שינוי ראלי 2012 לעומת 2011,"סה""כ הוצאות של הרשות בתקציב רגיל (אלפי ש""ח) 2012","סה""כ הוצאות של הרשות בתקציב רגיל - אחוז שינוי ראלי 2012 לעומת 2011","הוצאות של הרשות לחינוך (אלפי ש""ח) 2012",הוצאות של הרשות לחינוך - אחוז שינוי ראלי 2012 לעומת 2011 ,"הוצאות של הרשות לרווחה (אלפי ש""ח) 2012",הוצאות של הרשות לרווחה - אחוז שינוי ראלי 2012 לעומת 2011 ,"הוצאות של הרשות לרכישת מים (אלפי ש""ח) 2012",הוצאות של הרשות לרכישת מים - אחוז שינוי ראלי 2012 לעומת 2011 ,"סה""כ הוצאות של הרשות לעלות עבודה (אלפי ש""ח) 2012","סה""כ הוצאות של הרשות לעלות עבודה - אחוז שינוי ראלי 2012 לעומת 2011 "," הוצאות של הרשות לעלות עבודה לחינוך (אלפי ש""ח) 2012",הוצאות של הרשות לעלות עבודה לחינוך - אחוז שינוי ראלי 2012 לעומת 2011 ," הוצאות של הרשות לעלות עבודה לרווחה (אלפי ש""ח) 2012",הוצאות של הרשות לעלות עבודה לרווחה - אחוז שינוי ראלי 2012 לעומת 2011 ,"הוצאות של הרשות לפעולות (אלפי ש""ח) 2012",הוצאות של הרשות לפעולות - אחוז שינוי ראלי 2012 לעומת 2011 ,"הוצאות של הרשות לפירעון מלוות (אלפי ש""ח) 2012",הוצאות של הרשות לפירעון מלוות - אחוז שינוי ראלי 2012 לעומת 2011 ,"הוצאות מימון של הרשות (אלפי ש""ח) 2012",הוצאות מימון של הרשות - אחוז שינוי ראלי 2012 לעומת 2011 ,"העברות והוצאות חד-פעמיות (כולל כיסוי גירעון מצטבר) של הרשות (אלפי ש""ח) 2012",העברות והוצאות חד-פעמיות (כולל כיסוי גירעון מצטבר) של הרשות - אחוז שינוי ראלי 2012 לעומת 2011 ,"הוצאות כלליות, השתתפויות והעברות (אלפי ש""ח) 2012","הוצאות כלליות, השתתפויות והעברות - אחוז שינוי ראלי 2012 לעומת 2011","סה""כ הוצאות של הרשות בתקציב בלתי רגיל (אלפי ש""ח) 2012","סה""כ הוצאות של הרשות בתקציב בלתי רגיל - אחוז שינוי ראלי 2012 לעומת 2011 ","הוצאות של הרשות בתקציב בלתי רגיל לעבודות פיתוח (אלפי ש""ח) 2012",הוצאות של הרשות בתקציב בלתי רגיל לעבודות פיתוח - אחוז שינוי ראלי 2012 לעומת 2011 ," הוצאות של הרשות בתקציב בלתי רגיל להעברת מלוות (אלפי ש""ח) 2012", הוצאות של הרשות בתקציב בלתי רגיל להעברת מלוות - אחוז שינוי ראלי 2012 לעומת 2011 ," הוצאות של הרשות בתקציב בלתי רגיל - אחר (אלפי ש""ח) 2012",הוצאות של הרשות בתקציב בלתי רגיל - אחר - אחוז שינוי ראלי 2012 לעומת 2011 ,"עודף / גירעון בתקציב הרגיל - תקציבי (אלפי ש""ח) 2012","עודף / גירעון בתקציב הרגיל - שנתי (אלפי ש""ח) 2012","גירעון מצטבר בסוף שנה (אלפי ש""ח) 2012","חיוב ארנונה סך הכל (שטח באלפי מ""ר) 2011","חיוב ארנונה למגורים (שטח באלפי מ""ר) 2011","חיוב ארנונה לעסקים (שטח באלפי מ""ר) 2011","חיוב ארנונה לתעשייה ולמלאכה (שטח באלפי מ""ר) 2011","חיוב ארנונה לבנקים (שטח באלפי מ""ר) 2011","חיוב ארנונה לבתי מלון (שטח באלפי מ""ר) 2011","חיוב ארנונה למוסדות ולמבנים (שטח באלפי מ""ר) 2011","חיוב ארנונה לחניונים (שטח באלפי מ""ר) 2011","חיוב ארנונה לקרקע תפוסה (שטח באלפי מ""ר) 2011","חיוב ארנונה לקרקע חקלאית (שטח באלפי מ""ר) 2011","חיוב ארנונה ליתר סוגי נכס (שטח באלפי מ""ר) 2011","חיוב ארנונה סך הכל (באלפי ש""ח) 2011","חיוב ארנונה למגורים (באלפי ש""ח) 2011","חיוב ארנונה לעסקים (באלפי ש""ח) 2011","חיוב ארנונה לתעשייה ולמלאכה (באלפי ש""ח) 2011","חיוב ארנונה לבנקים (באלפי ש""ח) 2011","חיוב ארנונה לבתי מלון (באלפי ש""ח) 2011","חיוב ארנונה למוסדות ולמבנים (באלפי ש""ח) 2011","חיוב ארנונה לחניונים (באלפי ש""ח) 2011","חיוב ארנונה לקרקע תפוסה (באלפי ש""ח) 2011","חיוב ארנונה לקרקע חקלאית (באלפי ש""ח) 2011","חיוב ארנונה ליתר סוגי נכס (באלפי ש""ח) 2011","חיוב ארנונה סך הכל (שטח באלפי מ""ר) 2012","חיוב ארנונה למגורים (שטח באלפי מ""ר) 2012","חיוב ארנונה לעסקים (שטח באלפי מ""ר) 2012","חיוב ארנונה לתעשייה ולמלאכה (שטח באלפי מ""ר) 2012","חיוב ארנונה לבנקים (שטח באלפי מ""ר) 2012","חיוב ארנונה לבתי מלון (שטח באלפי מ""ר) 2012","חיוב ארנונה למוסדות ולמבנים (שטח באלפי מ""ר) 2012","חיוב ארנונה לחניונים (שטח באלפי מ""ר) 2012","חיוב ארנונה לקרקע תפוסה (שטח באלפי מ""ר) 2012","חיוב ארנונה לקרקע חקלאית (שטח באלפי מ""ר) 2012","חיוב ארנונה ליתר סוגי נכס (שטח באלפי מ""ר) 2012","חיוב ארנונה סך הכל (באלפי ש""ח) 2012","חיוב ארנונה למגורים (באלפי ש""ח) 2012","חיוב ארנונה לעסקים (באלפי ש""ח) 2012","חיוב ארנונה לתעשייה ולמלאכה (באלפי ש""ח) 2012","חיוב ארנונה לבנקים (באלפי ש""ח) 2012","חיוב ארנונה לבתי מלון (באלפי ש""ח) 2012","חיוב ארנונה למוסדות ולמבנים (באלפי ש""ח) 2012","חיוב ארנונה לחניונים (באלפי ש""ח) 2012","חיוב ארנונה לקרקע תפוסה (באלפי ש""ח) 2012","חיוב ארנונה לקרקע חקלאית (באלפי ש""ח) 2012","חיוב ארנונה ליתר סוגי נכס (באלפי ש""ח) 2012",,
טמרה,8900,"171,714",13.4,"151,094",13.4,"60,317",13.4,"15,239",19.3,924,-43.3,"47,509",13.4,"26,011",7.9,"19,244",10.3,40," 	6,767 ",981,-18.5,163,27.3," 	59,336 "," 	15,076 ","103,585",13.4,"21,553",-4.3,-,2083,3250,..,-,-,"20,620",13,-,-,"12,091",-9.6,"3,000",-,"169,562",12.8,"151,247",13.8,"62,272",15.4,"21,673",17.5,-,-,"75,658",13.4,"47,805",14.5,"7,517",18.2,"29,241",12,"6,983",-8.5,"1,709",-50.1,5089,..,"32,567",13.6,"18,315",5.1,"14,359",-13.8," 	3,000 ",-,956,24.6,-153,-153,"-23,779","10,898.0",802.3,66.8,8.2,0.8,-,2.6,-,108.5,"9,890.3",18.3,"30,995","24,513","4,018",443,598,-,211,-,521,182,509,"10,714.8",896.7,74.5,11.2,0.8,-,3.7,-,114.2,"9,593.0",20.8,"35,771","28,092","4,623",619,616,-,305,-,564,186,766,,
יבנה,2660,"266,646",-6.3,"222,271",-0.5,"53,458",11.7,"18,578",11.7,439,-14.1,"153,047",-1.1,"118,807",-0.2,"39,526",6.5,69," 	79,281 ","3,889",-33.3,584,42.6," 	48,606 "," 	17,994 ","69,224",15.6,-,-,360,354,-,-,-,..,"44,375",-27.3,-,..,"12,628",2.4,-,..,"268,643",6.6,"222,971",2.6,"74,338",11.1,"26,972",9.6,-,-,"98,008",7.1,"49,564",8.6,"7,110",3.1,"59,486",6.1,"8,546",-5.9,"2,134",4.6,848,-22.7,"53,949",-6.2,"45,672",31.4,"44,881",115.2,-,..,791,-84.4,-700,-700,"-19,614","2,996.9","1,074.6",119.7,583.1,2.1,-,-,-,"1,212.4",-,4.9,"124,247","42,913","11,270","46,255","2,553",-,-,-,"20,905",-,351,"3,022.1","1,099.7",118.2,581.9,2.2,-,-,-,"1,214.4",-,5.6,"128,569","45,278","11,423","47,590","2,750",-,-,-,"21,078",-,450,,
יהוד,9400,"210,833",-1.9,"171,535",7,"21,868",18.6,"9,116",10,"16,203",0.9,"143,032",3.5,"97,193",3.7,"46,052",4.6,79," 	51,141 ","2,936",-37.1,460,5," 	18,541 "," 	8,654 ","28,503",29, 	411 ,-,-,-,-,-,-,-,"39,298",-28,700,..,"10,365",40.6,-,..,"201,488",-2.9,"170,624",6.9,"33,913",18,"14,169",9.7,"14,477",-4.4,"50,268",-0.1,"14,306",-9.2,"3,920",5.2,"54,084",14.9,"15,339",-2.9,"3,049",17.7,"9,179",8.4,"38,705",9.7,"30,864",-35.7,"30,864",17.6,-,-,-,..,911,911,"-3,872","2,298.7","1,097.7",152.4,175.6,2.2,7.4,-,3.5,315.0,545.0,-,"98,478","49,077","21,814","23,117","2,620",782,-,198,799,71,-,"2,333.9","1,127.4",151.3,174.8,2.2,8.2,-,3.5,321.5,545.0,0.0,"103,245","51,995","22,733","23,718","2,746",894,-,210,878,71,-,,
יקנעם עילית,0240,"149,077",10.8,"119,721",9.1,"29,837",7.4,"8,946",1.3,"1,931",-44.4,"74,991",10.6,"57,112",14.6,"17,141",11.2,81," 	39,971 ",723,6.2,285,-59.7," 	28,647 "," 	8,662 ","44,730",6.6,"5,450",16,7,1164,-,-,-,-,"29,356",18.5,216,-94.4,"14,187",120.9,"7,000",53,"162,423",26.2,"119,786",8.3,"41,464",5.3,"13,053",3.2,93,-49.4,"39,250",8.9,"13,243",4.7,"3,628",9.3,"45,130",9.1,"6,942",3.9,867,9.1,810,33.7,"26,787",6.5,"42,637",136.9,"36,877",227.7,-,..,"5,760",-14.2,-65,-65,"-9,355","1,202.7",567.5,88.4,209.0,2.1,-,-,35.6,69.8,96.9,133.3,"50,457","18,950","6,118","20,435",1145,-,-,"1,142","1,794",7,867,"1,394.8",623.3,126.7,221.3,1.1,-,-,85.0,99.4,95.4,142.6,"62,324","21,462","10,745","22,657",713,-,-,"2,898","2,633",7,"1,210",,
ירושלים,3000,"5,222,471",8.9,"4,104,037",6,"655,191",7.5,"392,058",8.1,-,-,"2,813,947",4.7,"1,750,835",3.9,"817,755",5.3,68," 	933,080 ","46,312",-28.1,"14,188",4," 	608,879 "," 	377,870 ","1,290,090",8.7,"218,283",0.4,4794,2399,-,-,-,-,"1,118,434",21,-,-,"463,996",9.3,"205,000",12,"5,192,269",8.8,"4,095,586",5.9,"1,068,382",9.9,"561,229",7.6,-,-,"1,621,996",5.9,"600,492",10.1,"85,431",7.1,"1,459,884",9.8,"231,885",-11.3,"15,613",2.8,-,-,"766,208",5,"1,096,683",21.1,"1,093,205",22,-,-,"3,478",-61.2,"8,451","8,451","-265,117","24,714.9","15,523.2","1,684.0",962.7,61.3,579.4,"2,162.9",560.8,"1,495.6",143.8,"1,541.3","2,236,521","1,032,707","502,651","89,653","66,613","64,962","201,175","28,866","43,848",82,"205,963","25,558.9","15,891.9","1,741.7",993.5,62.2,591.7,"2,220.5",594.8,"1,728.2",145.7,"1,588.6","2,369,961","1,089,520","528,301","95,529","68,054","68,340","211,816","32,719","51,819",86,"223,777",,
כפר סבא,6900,"817,182",16.7,"622,226",16.6,"142,626",12.9,"41,218",7.1,-,-,"468,266",16.3,"260,235",4.3,"144,545",5,89," 	115,690 ","32,752",-7,985,3.3," 	109,874 "," 	40,023 ","153,960",17.4,-,-,20,588,-,-,-,-,"194,956",17.2,-,..,"11,491",..,-,-,"809,809",14.7,"619,513",16.5,"210,871",8.6,"63,980",6.9,"4,512",12.2,"247,916",8.8,"139,565",10.6,"17,829",6.7,"152,352",2.6,"78,049",152.9,"2,529",3.9,"14,853",21.7,"123,814",12.8,"190,296",9.3,"177,800",10,-,-,"12,496",0.3,"2,713","2,713","-16,970","7,148.1","3,743.3",355.9,291.8,7.2,-,-,51.3,350.0,"2,328.3",20.3,"268,351","159,936","69,213","26,053","8,498",-,-,971,"2,957",258,465,"7,282.3","3,909.5",369.1,311.9,7.2,-,-,73.1,365.0,"2,226.0",20.5,"291,328","172,514","74,268","30,171","8,793",-,-,1470,3382,245,485,,
כפר קאסם,0634,"115,486",0.5,"98,656",3.7,"40,160",17.3,"6,701",14.3,"1,131",-67.4,"34,206",-11.5,"16,779",0.3,"7,170",-32,16," 	9,609 ",620,6.5,-,-," 	37,049 "," 	6,701 ","64,450",14.2,"20,147",24.4,-,-,395,-19,-,-,"16,830",-15,"1,000",-74.9,"5,407",63.2,2300,..,"117,348",2.6,"102,141",6.5,"44,485",26.1,"9,480",11.1,-,..,"49,086",17.6,"33,591",19.4,"4,012",10.7,"16,407",-8.8,"5,189",-8.6,"2,364",3.1,"5,971",99.9,"23,124",-8.5,"15,207",-17.4,"11,639",-31.9," 	2,300 ",-,"1,268",-3.3,-3485,-3485,"-24,979","6,018.7",674.5,52.5,59.0,0.5,-,-,-,73.0,"4,570.9",588.3,"31,935","23,143","3,468","2,237",336,-,-,-,"1,022",169,"1,560","5,992.5",688.7,46.5,106.7,0.5,-,-,-,62.7,"4,390.9",696.5,"34,309","24,053","3,166","4,064",347,-,-,-,906,163,"1,610",,
כרמיאל,1139,"268,742",5.7,"236,776",5.9,"36,781",5.8,"24,385",2,328,105.5,"175,017",6.4,"135,173",6.8,"50,201",0.4,94," 	84,972 ","4,928",-14.4,809,12.9," 	32,343 "," 	23,576 ","61,759",4.5,"4,372",-14.5,18,1341,-,-,-,-,"31,966",4.3,85,-,"12,818",75.3,"6,200",-12.9,"268,075",5.9,"236,163",6.5,"61,432",7.4,"34,111",1.9,-,-,"109,044",6.3,"39,180",10.6,"8,076",12.5,"48,404",10,"11,793",-1.9,"1,476",-21.3,706,81.4,"64,740",6.5,"31,912",1.5,"24,549",2.8,-,-,"7,363",-2.5,613,613,"11,690","2,987.7","1,607.0",185.3,493.2,4.2,2.3,-,-,541.5,138.9,15.3,"127,795","59,496","30,226","19,471","4,968",135,-,-,"11,670",42,"1,787","3,047.0","1,624.8",201.8,485.7,4.7,2.4,-,-,576.5,138.4,12.8,"139,995","63,645","34,750","21,380","5,658",156,-,-,"12,804",43,"1,559",,
לוד,7000,"447,380",12.8,"355,928",3.5,"66,390",0.7,"49,457",7.9,878,-32.8,"196,050",7.5,"153,225",8.4,"47,982",6.8,57," 	105,243 ","4,419",-2.7,"1,465",-11.5," 	59,781 "," 	47,227 ","159,878",3.9,"43,365",0.9,30,2108,"2,050",26.1,-,..,"91,452",73.4,1856,-,"53,323",88.1,-,..,"411,412",4,"335,803",0.9,"78,065",2,"67,792",7.7,-,-,"116,804",-0.2,"35,547",-5.3,"14,019",13,"84,626",5.8,"12,933",-4,"2,157",5.5,"26,181",28.1,"93,102",-6.8,"75,609",20.4,"65,783",54.6,-,..,"9,826",..,"20,125","20,125","3,347","4,690.2","1,904.8",329.7,182.3,2.2,-,-,74.3,427.7,"1,765.6",3.6,"152,406","64,706","49,449","22,295","2,664",-,-,"3,126","9,818",124,223,"4,722.6","1,846.9",358.8,182.5,2.2,-,-,177.6,392.8,"1,758.7",3.0,"166,473","64,677","59,875","23,048","2,747",-,-,"6,505","9,305",123,193,,
מגדל העמק,0874,"166,256",5.3,"146,140",4.4,"21,020",5,"19,118",10.7,"2,286",-50.9,"89,069",4.7,"60,410",4.2,"16,491",-2.7,68," 	43,919 ","3,636",2.1,425,40.3," 	17,384 "," 	18,693 ","57,071",3.9,"16,867",-6.2,1200,698,-,-,-,-,"20,116",12.8,-,-,"15,564",7.2,-,..,"169,305",7,"146,556",4.7,"34,521",1.2,"26,582",9.1,-,-,"48,947",1.2,"10,530",-0.7,"5,532",4.2,"57,946",11.1,"7,952",-3.4,466,-46.8,1020,7.9,"30,225",2.7,"22,749",25,"17,644",6.9,-,..,5105,..,-416,-416,"-9,122","1,483.0",768.7,72.9,385.8,1.3,-,-,-,246.5,0.4,7.5,"64,000","24,268","6,979","24,240",902,-,-,-,"6,072",2,"1,537","1,532.7",776.0,74.1,407.8,1.3,-,-,-,265.7,0.4,7.4,"70,271","26,144","7,477","27,395",963,-,-,-,"6,720",2,"1,570",,
מודיעין עילית,3797,"275,671",15.8,"187,455",11.8,"30,144",20.2,"33,966",10.7,"18,450",30.2,"80,553",17.5,"16,035",1,"11,683",5.1,72," 	4,352 ","2,366",23.9,"1,563",-6.3," 	26,277 "," 	20,671 ","106,902",7.8,"33,331",0,-,8183,-,-,-,-,"88,216",25.4,-,-,"50,919",-1,676,-43,"270,499",15,"187,709",15.4,"40,411",11.3,"41,583",15.4,"9,090",6.3,"30,082",10.5,"10,206",13.3,"4,175",13.9,"84,092",13.8,"2,647",2.2,441,9.6,"6,670",2.3,"63,777",22.6,"82,790",14.2,"77,435",14.9,-,-,"5,355",5.8,-254,-254,"7,564","1,042.7",898.0,37.3,6.1,0.4,-,-,-,14.7,86.2,-,"31,996","28,130","2,456",338,173,-,-,-,301,598,-,"1,123.9",977.4,39.5,8.1,0.7,-,-,-,17.3,81.0,-,"36,062","31,676","2,688",461,293,-,-,-,364,580,-,,
מודיעין-מכבים-רעות*,1200,"527,159",9.2,"403,673",10.4,"166,199",15.9,"14,218",5.5,39,-50.8,"245,451",4.4,"175,567",5.1,"123,986",3.8,96," 	51,581 ","24,784",-17.8,795,-0.6," 	136,375 "," 	13,425 ","158,222",21.4,-,-,-,245,-,-,-,-,"123,486",5.5,816,52.3,"67,676",76.3,-,..,"529,659",14.8,"403,403",10.4,"202,262",12.3,"19,888",6.6,-,-,"167,476",10.7,"117,384",11.2,"5,445",10.3,"134,442",12,"7,871",1.8,"1,742",-3.1,"1,906",-40.4,"89,966",10.7,"126,256",31.4,"126,256",32.2,-,-,-,..,270,270,"-14,525","4,342.6","3,255.6",217.2,54.7,3.2,0.5,3.1,102.4,171.7,490.0,44.2,"175,790","125,436","32,572","4,800","3,843",40,21,"2,212","5,351",21,"1,495","4,538.7","3,396.3",263.9,37.0,3.2,3.6,3.1,114.4,168.8,486.0,62.4,"188,029","132,533","37,167","4,241","3,942",234,21,"2,426","5,424",22,"2,019",,
מעלה אדומים,3616,"262,759",7.7,"218,469",4.9,"45,979",7.2,"15,655",20.5,"22,350",0.8,"142,422",2.6,"78,037",4.3,"40,180",0.8,82," 	37,857 ","9,966",-11.7,659,-7," 	33,482 "," 	14,163 ","76,047",9.4,"18,194",-5.1,1631,3149,-,-,-,-,"44,290",23.6,-,-,"22,988",134.9,"8,985",44.9,"267,988",9,"221,782",8.5,"72,233",8.8,"22,702",23.3,"15,324",20.9,"72,382",5.6,"30,733",7.6,"5,450",28.5,"102,028",12.5,"6,605",3.8,674,-1.9,"4,733",-18.9,"35,360",9.7,"46,206",11.4,"39,120",17.2,-,-,"7,086",-12.4,"-3,313","-3,313","-12,656","2,315.1","1,138.7",87.7,215.9,0.6,-,14.9,4.0,827.2,9.6,16.5,"77,274","44,556","8,503","11,682",417,-,893,137,"10,385",1,700,"2,350.1","1,157.8",70.5,229.9,0.8,-,14.5,4.0,840.3,9.6,22.7,"79,825","46,710","7,490","12,575",596,-,921,142,10347,1,"1,043",,
מעלות-תרשיחא,1063,"147,260",-13.3,"118,006",-4.9,"22,035",6.8,"13,396",3,608,5.5,"56,698",24.9,"33,428",13.3,"17,979",16.4,75," 	15,449 ","2,915",0.4,389,-14.4," 	19,120 "," 	13,007 ","61,308",5.9,"26,264",-3.1,-,1360,-,-,-,..,"29,254",-36,-,-,"13,468",-19.3,"12,250",-55.3,"145,547",-20.5,"117,872",-14.3,"27,282",1.6,"17,324",-2.1,-,-,"47,019",1.1,"10,749",2.9,"4,244",10.1,"31,326",3.9,"7,521",12.4,"1,723",-16.6,"3,608",-85.1,"26,675",-4.2,"27,675",-39.3,"14,434",-19.4,"12,250",85.4,991,-95.3,134,134,"-18,982",978.3,607.4,52.4,141.3,1.8,14.0,-,3.1,149.4,-,9.0,"35,931","20,969","6,006","4,794","1,919",840,-,35,838,-,530,977.6,611.4,52.8,144.5,1.6,14.0,-,3.0,99.6,44.8,6.0,"36,930","21,736","6,179","5,098","1,816",865,-,35,843,6,352,,
נהרייה,9100,"412,525",16.6,"327,564",5.7,"41,445",14.9,"32,040",11.1,"29,418",0.9,"227,847",3.3,"131,323",-0.4,"69,552",3,73," 	61,771 ","4,834",43.1,"1,574",6," 	36,611 "," 	30,466 ","99,717",15.4,"26,909",11.6,3365,1787,-,-,-,..,"84,961",93.5,"8,762",1.8,"17,556",18.6,"7,000",129.6,"383,852",6.4,"330,522",5.7,"66,237",5.6,"44,685",13.7,"8,515",-19.3,"115,858",8.1,"37,042",7.8,"7,972",27,"82,340",3.6,"19,416",-3,"1,811",-12.1,506,11.1,"110,591",7,"53,330",10.9,"49,131",16.3,-,-,"4,199",-28.1,"-2,958","-2,958","-41,368","4,170.6","1,854.0",151.4,134.0,5.9,44.1,-,-,198.2,"1,688.9",94.3,"139,623","81,024","29,653","9,810","6,597","3,582",-,-,"1,324",150,"7,483","4,187.7","1,884.6",144.0,136.1,5.8,43.8,-,-,228.3,"1,637.2",107.9,"146,985","85,135","29,145","10,408","6,716","3,673",-,-,"1,506",167,"10,235",,
נס ציונה,7200,"333,419",-12.4,"268,407",8.7,"81,582",10.7,"16,357",7.3,330,-45.2,"195,658",5.6,"118,641",0.9,"63,311",4.8,76," 	55,330 ","26,117",-4.3,464,-20.3," 	53,513 "," 	15,828 ","72,749",18.1,-,-,11,233,-,-,-,-,"65,012",-51.3,-,..,"8,543",-8.1,-,-,"351,429",14.7,"267,970",8.8,"108,719",14.4,"24,459",7.9,-,-,"112,572",9.4,"67,464",12.6,"6,436",6.7,"104,594",6.4,"2,029",-5.8,"1,564",5.8,1501,133.3,"45,710",12,"83,459",38.8,"75,368",50.1,-,-,"8,091",-18.5,437,437,1311,"9,411.1","1,416.3",136.1,217.5,3.0,-,-,54.8,220.0,"7,150.1",213.2,"117,780","63,034","20,279","23,963","3,150",-,-,1031,1242,304,"4,777","9,482.5","1,476.7",139.4,212.9,3.4,-,-,60.0,228.2,"7,111.3",250.6,"126,045","67,759","21,988","24,108","3,714",-,-,"1,162","1,332",310,"5,672",,
נצרת,7300,"337,883",9,"274,157",6.9,"72,505",11.2,"36,360",12.1,"1,938",-38.1,"137,780",5.7,"78,196",4.9,"39,413",12.2,22," 	38,783 ","3,565",-3.8,281,1.3," 	68,461 "," 	35,685 ","136,377",8.1,"28,824",-5.5,185,585,-,-,-,-,"63,726",19,110,-67.4,"38,405",44.8,"1,335",-92.2,"334,064",3.5,"274,021",6.9,"77,395",11,"48,324",5.8,-,-,"123,847",6.1,"52,783",7.2,"14,803",4.5,"44,461",10.2,"10,815",11.1,"2,946",2.3,"7,125",5.1,"84,827",6.1,"60,043",-9.4,"46,751",4.1,-,..,"13,292",118.4,136,136,"-36,266","2,574.4","1,990.6",311.2,57.9,5.2,52.6,70.5,46.0,39.5,0.0,0.8,"98,294","59,175","25,857","4,968","5,851","1,909",4,273,245,1,11,"2,600.1","2,013.3",311.9,60.2,5.2,53.0,71.1,44.3,40.3,0.0,0.8,"101,987","61,472","26,623","5,323","6,032","1,980",4,283,258,1,11,,
נצרת עילית,1061,"276,946",1.5,"265,353",5.3,"59,519",10.6,"35,358",1.6,378,-19.9,"165,650",5.6,"102,960",1.1,"22,435",-56.6,53," 	80,525 ","4,460",-4.6,"2,598",23.8," 	54,047 "," 	32,679 ","99,703",4.9,"7,511",-11.8,-,2657,-,-,-,-,"11,593",-44.3,-,-,"3,370",-68,-,-,"282,328",6.6,"265,653",5.5,"77,313",8.4,"46,913",1.9,-,-,"86,770",5.3,"18,406",-0.1,"9,885",8.3,"79,664",7.3,"12,479",-3.5,877,1.7,351,63.7,"85,512",5.3,"16,675",27.7,"15,953",53.3,-,-,722,-72.8,-300,-300,"1,446","3,110.3","1,492.3",251.5,482.5,3.3,20.4,-,38.7,677.4,61.9,82.3,"118,734","50,798","33,255","21,322","2,901",716,-,"1,048","7,010",20,"1,662","3,200.4","1,502.5",272.5,479.6,3.3,20.3,-,47.2,723.1,63.6,88.4,"126,344","52,741","34,444","22,162","2,973",734,-,"1,319","8,173",21,"3,778",,
